pos/0,pos/1,neg/0,neg/1,neu/0,neu/1
abcnews,2,dissapear,2,,
inform,2,julyrichard,2,,
thazelenskyy,2,colombukraine,2,,
lysychanskkid,2,coll8848,2,,
hardmust,2,miami,2,,
degreelive,2,retreat,2,,
larussia,2,jorichard,2,,
degreeyes,2,cchechnya,2,,
thingzelenskyy,2,weaponryrevealed,2,,
reconstructionuk,2,focusactually,2,,
requestpeople,2,circle,2,,
younger,2,unending,2,,
generation,2,supporzelensky,2,,
genfr,2,joprovoking,2,,
screaming,2,offshorezelensky,2,,
degreekinda,2,jocome,2,,
sus,2,funeral,2,,
weird,2,endthewar,2,,
admiration,2,sacrificed,2,,
hitting,2,prolongingzelensky,2,,
kickingmust,2,httpef,2,,
degreeliterally,2,foreirussia,2,,
hair,2,zelenskyvictoria,2,,
messing,2,nuland,2,,
braidsee,2,creator,2,,
cupcake,2,chaos,2,,
degreehear,2,installing,2,,
gentle,2,weszelensky,2,,
parenting,2,joairbusalbo,2,,
nah,2,bettact,2,,
bruhzelenskyy,2,defiance,2,,
degreebingo,2,receiving,2,,
dot,2,weapoprovoking,2,,
blamust,2,offshoreswedish,2,,
01,2,criminalprovoking,2,,
saveourdemocracymust,2,masterkadyrov,2,,
degreeshut,2,channelpresident,2,,
strongzelenskyy,2,irresponsiblezelensky,2,,
orthodox,2,jolass,2,,
khazarian,2,zelenski,2,,
incrediblezelensky,2,scariest,2,,
referencezelensky,2,bitchswedish,2,,
four,2,ledzelensky,2,,
lolpatch,2,tiefarage,2,,
covid,2,past,2,,
ukrzelensky,2,12,2,,
kangaroodomino,2,000zelensky,2,,
covidisnotover,2,weaponryangry,2,,
covid19,2,cruelty,2,,
st,2,itinerant,2,,
basil,2,devilzelensky,2,,
aged,2,greater,2,,
charged,2,disaster,2,,
failing,2,slavzelensky,2,,
dressed,2,weaponrywar,2,,
shamukraine,2,horrible,2,,
throwing,2,1st,2,,
deceiving,2,julyfollow,2,,
explain,2,julian,2,,
ups,2,lee,2,,
gimmick,2,miller,2,,
dress,2,publishzelensky,2,,
list,2,julydefeated,2,,
bannerloss,2,facilitated,2,,
protected,2,coutv,2,,
ruled,2,protesting,2,,
complains,2,btw,2,,
2023,2,uk774400,2,,
eurovision,2,fast,2,,
contest,2,gig,2,,
enjoylove,1,progressive,2,,
establigoal,1,stuffzelensky,2,,
zelenskysupreme,1,forceukraine,2,,
christiansupport,1,whagree,2,,
supremacisttell,1,trumpsupposed,2,,
bio,1,rally,2,,
savehuge,1,supremacy,2,,
grafterukrainian,1,europeanness,2,,
thmiai,1,supremaciukrainian,2,,
combo,1,sentlink,2,,
zelenskymueller,1,failingswedish,2,,
zelenskydebate,1,ukrainianerm,2,,
intelligent,1,partyen,2,,
gezelensky,1,troopmoney,2,,
flees,1,20see,2,,
afghanistanellwood,1,ridicule,2,,
tobias,1,style,2,,
summon,1,raising,2,,
remove,1,worthless,2,,
mine,1,snakemoney,2,,
sea,1,ukrayet,2,,
exmaguire,1,ignores,2,,
mat,1,fossil,2,,
kievjaw,1,fuelmoney,2,,
audience,1,paraded,2,,
cabinet,1,criminalmedium,2,,
phoned,1,20economy,2,,
friendsupreme,1,collapsemedium,2,,
christianstan,1,ukrabusiness,2,,
scoop,1,warinukraine,2,,
based,1,russiaukrainewar,2,,
solely,1,htthence,2,,
recruiting,1,20godspeed,2,,
litebrics,1,nationamedium,2,,
prosperous,1,stopputin,2,,
falling,1,stopputinnow,2,,
sword,1,nowar,2,,
monthank,1,ukrmoney,2,,
regimepatch,1,controlmoney,2,,
kangaroosviatoslav,1,download,2,,
yurash,1,publicvibe,2,,
meanpatch,1,updatemoney,2,,
zthank,1,warinukraineimagine,2,,
regimethank,1,outrage,2,,
liberatedsupreme,1,labor,2,,
christiancaller,1,hatemoney,2,,
deukrainian,1,ukraperhaps,2,,
regimecrisis,1,strategysad,2,,
uniting,1,overly,2,,
collective,1,kidhence,2,,
zelenskytook,1,ukrathink,2,,
dalai,1,suffer,2,,
lama,1,fine,2,,
punk,1,finebreaking,2,,
bgoal,1,albahence,2,,
johnsomany,1,crisisexactly,2,,
enjoyoh,1,bullying,2,,
consensuals,1,wayendless,2,,
corheard,1,muellerlacey,2,,
johnsozelensky,1,vividly,2,,
jfollowthetruth,1,public,2,,
netflixsimply,1,bathroom,2,,
script,1,crymoney,2,,
donating,1,ukraexactly,2,,
picturelfc75,1,locs,2,,
revelation,1,messed,2,,
heartgoal,1,everyshocked,2,,
zelenskycurrently,1,management,2,,
zelenskystronger,1,peoplemoney,2,,
russiaisaterroriststate,1,namoney,2,,
httpdear,1,ukraasking,2,,
maintain,1,refugeemoney,2,,
necessary,1,ukrajoe,2,,
requukrainian,1,insurrection,2,,
regimelike,1,nationalist,2,,
quick,1,oveukraine,2,,
nothingwow,1,citmoney,2,,
strange,1,confiscatedmoney,2,,
unorthodox,1,ordered,2,,
billionzelensky,1,repair,2,,
referencegreeting,1,soros,2,,
iraqzelensky,1,cousin,2,,
brand,1,backing,2,,
fridgegreeting,1,utterly,2,,
wgreeting,1,jodeputy,2,,
wone,1,follows,2,,
peacegreeting,1,confirmedswedish,2,,
iraqgreeting,1,alonezelensky,2,,
iraqkrudd,1,sonswedish,2,,
betteroh,1,comezelensky,2,,
consensualsgoal,1,gush,2,,
enjoyhead,1,esp,2,,
scandalneither,1,surest,2,,
zelenzelensky,1,joworld,2,,
fairly,1,realize,2,,
rateunited,1,daymoney,2,,
signallinwell,1,ukraamravati,2,,
busyheard,1,latestnewsmoney,2,,
eared,1,interview,2,,
honoumaybe,1,calthread,1,,
convince,1,fuckievery,1,,
lineukraine,1,setkadyrov,1,,
bannerright,1,cgone,1,,
promoting,1,fuckiterrifying,1,,
idiotyep,1,rocketsurprising,1,,
hoot,1,zelenskytaiba,1,,
littleproudkadyrov,1,217,1,,
ahmattbf,1,fighter,1,,
lighrealistic,1,185,1,,
settlement,1,helicopterboris,1,,
ukrainethink,1,clout,1,,
plenty,1,yougov,1,,
hgoodall,1,tumble,1,,
bribery,1,borispoint,1,,
timeukrainian,1,cashsurprising,1,,
regimetoday,1,zelenonsense,1,,
visible,1,phoning,1,,
heard,1,canother,1,,
residpretty,1,example,1,,
occurs,1,merrickslaw,1,,
zelenskyukrainian,1,def,1,,
frontlinesukrainian,1,connects,1,,
regimekrudd,1,burytricky,1,,
betterone,1,julypost,1,,
flowing,1,zelennew,1,,
ucranian,1,turmoil,1,,
aliveukrainian,1,todayzelensky,1,,
ratecourse,1,datemust,1,,
sticky,1,joboris,1,,
visittbf,1,crussia,1,,
lighzelensky,1,spy,1,,
worldmuch,1,appointed,1,,
hopegood,1,khersontricky,1,,
porky,1,zelehahahaha,1,,
pestthought,1,default,1,,
cgood,1,whiff,1,,
liar,1,servant,1,,
roll,1,peoleader,1,,
whether,1,relegatedtricky,1,,
bonus,1,julynazi,1,,
form8848,1,confusedsurprising,1,,
friendgoal,1,weaponryvisit,1,,
zelenskygreat,1,exclusiveleader,1,,
hears,1,carried,1,,
phoneukraine,1,code,1,,
begs,1,pool,1,,
sanctibetter,1,bloodleader,1,,
vlod,1,forgottenpoint,1,,
cartoon,1,unwinnableboris,1,,
zelenskycultural,1,zelehi,1,,
program,1,rightzelensky,1,,
madrid,1,forgottenlmfao,1,,
satanist,1,ignoring,1,,
johnsonliterally,1,eleader,1,,
bound,1,hitting,1,,
invadingpatch,1,page,1,,
kangaroogoal,1,clockconfused,1,,
zelenskyeven,1,jooverheard,1,,
ththinking,1,fuckinh,1,,
traveling,1,arsed,1,,
skillmany,1,announcement,1,,
volodomyr,1,zeleknaut,1,,
zelenskgoal,1,medvedev,1,,
asksmany,1,copy,1,,
regimeww,1,third,1,,
personallyheard,1,reich,1,,
emmayoung,1,deservebiden,1,,
continually,1,borne,1,,
defendestronger,1,uleader,1,,
russiaisaterroriststateheard,1,everyoneodds,1,,
emmapredicted,1,cukranian,1,,
scruffy,1,savage,1,,
emerged,1,refers,1,,
zelensstate,1,administration,1,,
disband,1,aipresident,1,,
partygot,1,ukrainehi,1,,
credit,1,righttricky,1,,
doipeople,1,zelenskyum,1,,
confidenceneed,1,hurt,1,,
appear,1,needy,1,,
statesman,1,idiotsurprising,1,,
cost,1,documentarydeputy,1,,
gbusy,1,weaponsurprising,1,,
wiping,1,fuckivisit,1,,
chin,1,exclusivetricky,1,,
carriegate,1,decisive,1,,
gobblegatezelensky,1,lostconfused,1,,
ahmatsurprise,1,everyoneswedish,1,,
todayzelensky,1,julyaccording,1,,
5thzelensky,1,avivsurprising,1,,
mo,1,zeleukraine,1,,
pitch,1,pissing,1,,
videobeginning,1,awaytricky,1,,
newhart,1,billiozelensky,1,,
telephone,1,doeboris,1,,
fresh,1,everyonesurprising,1,,
witknow,1,fuckitoday,1,,
pulled,1,courseharm,1,,
ousaid,1,cakissinger,1,,
gratitudepatch,1,henry,1,,
enjoynice,1,teleader,1,,
gather,1,zeleresurrect,1,,
bpatch,1,reparationsurprising,1,,
kangaroosomebody,1,julyoverheard,1,,
forcyep,1,forgottensuck,1,,
leadertom,1,preboris,1,,
defending22,1,loving,1,,
opportunitymask,1,100m,1,,
villain,1,lyingleader,1,,
royal,1,fuckilike,1,,
youngerjewish,1,bring,1,,
anther,1,russian6,1,,
zelenskyyofc,1,foverheard,1,,
filthy,1,forgottenwen,1,,
clone,1,dieleader,1,,
bodkind,1,avivbanking,1,,
surzelenskyy,1,model,1,,
worry,1,ditrouble,1,,
billthank,1,publicity,1,,
spreading,1,button,1,,
zionism,1,setaccording,1,,
creating,1,threadtricky,1,,
rabbiukrainian,1,bombing,1,,
aidchris,1,zelenskynext,1,,
wmezzala,1,thlayman,1,,
blanketnever,1,nitwit,1,,
suggested,1,countrythink,1,,
simply,1,desperately,1,,
saheart,1,host,1,,
illinois,1,swedish,1,,
countrywest,1,ministerleader,1,,
adding,1,fuckiaccording,1,,
debt,1,avivthink,1,,
sympathiser,1,distrtricky,1,,
improving,1,tieforgot,1,,
aidukrainian,1,guilty,1,,
aichris,1,inappropriate,1,,
defendedbless,1,behaviourzelensky,1,,
mister,1,tool,1,,
placedveteran66,1,utility,1,,
wolfsangleschris,1,discarded,1,,
defendedhighland,1,toolboris,1,,
apprehended,1,zeleoverheard,1,,
aliveunderstand,1,involvement,1,,
directory,1,newspresident,1,,
trworry,1,petricky,1,,
airbusalbo,1,forgottenw1,1,,
primestrongly,1,chizelensky,1,,
misleads,1,badwar,1,,
inconvenient,1,tactician,1,,
lchris,1,wheres,1,,
defendedchris,1,warzone,1,,
stradivariuschris,1,ukrainerussianwarboris,1,,
defendclear,1,zeleend,1,,
unfortunatelyukraine,1,billionleader,1,,
prussian,1,attenzelensky,1,,
winukraine,1,occurboris,1,,
particularmiracle,1,zelenskyalso,1,,
remembers,1,jb,1,,
putinukrainian,1,invade,1,,
gclear,1,cameboris,1,,
unfortunateclear,1,fuckipresident,1,,
unfortunate22,1,zelefastest,1,,
degreesteel,1,zelenskyassuming,1,,
savebecoming,1,referring,1,,
givingpresident,1,effortlessly,1,,
winbecoming,1,seduced,1,,
givingfollowthetruth,1,beguiledboris,1,,
netflixmust,1,zelekellett,1,,
albanesecurrently,1,cutting,1,,
zelenskyjohnson,1,health,1,,
zelenskyyalexander,1,serviceleader,1,,
putinpresident,1,fightboris,1,,
winjohnson,1,joodds,1,,
zelens131dayofwar,1,hboris,1,,
holiday22,1,pressusing,1,,
opportunitywell,1,sickleader,1,,
predictably,1,zelesending,1,,
bojopresident,1,totalitarian,1,,
winzelenskyy,1,zelenskylong,1,,
newspresident,1,chiefboris,1,,
winlike,1,forgottengenerally,1,,
guessingpresident,1,subtle,1,,
wbecoming,1,apparent,1,,
givingnice,1,ireland,1,,
anythinsomebody,1,dueevery,1,,
fanleast,1,whoever,1,,
guesukraine,1,secondboris,1,,
bannernice,1,zelelong,1,,
russiazelensky,1,chiboris,1,,
lisychandisraeli,1,setprediction,1,,
betterunderstand,1,downfall,1,,
degreedaily,1,saygiven,1,,
journalpraying,1,100mil,1,,
easter,1,afflicts,1,,
willing,1,actively,1,,
putinpatch,1,leakboris,1,,
concentratioindefensible,1,zelesorry,1,,
skip,1,artexingadd,1,,
n,1,callboris,1,,
opp,1,documentaryalso,1,,
drowningukrainian,1,prepare,1,,
marchincertainly,1,tab,1,,
workheard,1,1t,1,,
enjoycertainly,1,worryboris,1,,
workukraine,1,zeleevery,1,,
banderaslowly,1,setodds,1,,
diet,1,nukeodds,1,,
struck,1,weaponryconfused,1,,
desirepatch,1,setboris,1,,
storpresident,1,documentaryman,1,,
consideration,1,pillarukraine,1,,
aczelensky,1,2boris,1,,
ahmatamp,1,dateboris,1,,
ironically,1,zeleconfused,1,,
eye,1,zelensleader,1,,
provmany,1,fuckianyone,1,,
kherzelensky,1,donezelensky,1,,
banderaloss,1,artery,1,,
banderatoday,1,blockedzelensky,1,,
callindonesian,1,joworry,1,,
dialopatch,1,turkeyadd,1,,
losspresident,1,callleader,1,,
lisychanneutrality,1,weaponrydistraction,1,,
201disraeli,1,repeatedfilm,1,,
betteractually,1,documentarysurprising,1,,
miracle,1,forgottenamerica,1,,
russianarmy,1,brandonzelensky,1,,
humiliating,1,bidenfighting,1,,
bunchdemocracy,1,detepossible,1,,
main,1,briefing,1,,
seizedpatch,1,alongukraine,1,,
kangarooremember,1,2every,1,,
comedianafraid,1,forgottenoverheard,1,,
ththank,1,doneresurrect,1,,
mall,1,reparationkadyrov,1,,
plant,1,httfilm,1,,
lmaothank,1,documentarytricky,1,,
frepatch,1,calresurrect,1,,
kangaroonews,1,reparationleader,1,,
cukrainian,1,phonesurprising,1,,
kangarooindependence,1,fuckiconfused,1,,
refusepatch,1,billiosorry,1,,
kangaroodutch,1,artg5,1,,
850,1,thiaccording,1,,
mln,1,forgotten1,1,,
wealth,1,expectedevery,1,,
aletho,1,humanshieldsadly,1,,
newspatch,1,kust,1,,
zwow,1,unbelievable,1,,
soldzelensky,1,driver,1,,
worthy,1,ukrzelensky,1,,
shah,1,fuckedtricky,1,,
tacticlass,1,setstage,1,,
alboisourpm,1,needyusing,1,,
thai,1,cget,1,,
pleasurepresident,1,elli,1,,
victoryu,1,surrealknow,1,,
2small,1,althoodds,1,,
sincere,1,csoon,1,,
cultural,1,mistakeboris,1,,
competitipatch,1,diffs,1,,
kangaroomaybe,1,undermine,1,,
opukraine,1,credibility,1,,
false,1,shamefulleader,1,,
impression,1,visittiktok,1,,
iraqelder,1,denyodds,1,,
connection,1,julynotice,1,,
guimarkles,1,governmentneed,1,,
wrote,1,glove,1,,
appeared,1,peoplezelensky,1,,
form,1,interrupted,1,,
hologram,1,pressing,1,,
digital,1,thinghahaha,1,,
thursdaylatest,1,forgottenworry,1,,
zkangaroo,1,turkeyfilm,1,,
sleeve,1,documentarysurprise,1,,
lovely,1,arsetricky,1,,
photolove,1,zelenskykadyrov,1,,
establizelensky,1,cfilm,1,,
lossthanks,1,documentaryleader,1,,
highlighting,1,forgottenprevent,1,,
rory,1,firetroll,1,,
montpellier,1,ukrainefastest,1,,
resident,1,vwtf,1,,
nightukraine,1,presidentwtf,1,,
destrualleged,1,warwtf,1,,
kangaroolass,1,e1,1,,
hopelesszelensky,1,makerstop,1,,
pick,1,mental,1,,
wait,1,illness,1,,
helpzelensky,1,scapegoat,1,,
referenced,1,vast,1,,
hozelensky,1,shooter,1,,
referencethink,1,whitenergy,1,,
sooukrainian,1,unloadingwtf,1,,
thbelarusian,1,eeven,1,,
sviatlana,1,niece,1,,
tsikhanouskaya,1,traumatizedwtf,1,,
rcontinue,1,udemand,1,,
accept,1,christianity,1,,
ensurethink,1,churchperhaps,1,,
soodear,1,causewtf,1,,
volodomir,1,ejohnson,1,,
attentionzelensky,1,seriouslywtf,1,,
sooelder,1,timereally,1,,
sootwo,1,platitude,1,,
omicron,1,prayer,1,,
sub,1,stocbiden,1,,
variant,1,hbiden,1,,
greater,1,increawar,1,,
ability,1,allegationrewrite,1,,
evade,1,eminem,1,,
19,1,stan,1,,
vaccine,1,harassing,1,,
dominant,1,zelenskyywtf,1,,
strain,1,visitwtf,1,,
geelongfunny,1,restwtf,1,,
kept,1,dealong,1,,
underestimating,1,emust,1,,
stucom,1,misleads,1,,
objected,1,inconvenient,1,,
origin,1,lostwtf,1,,
grabbinpresident,1,equivalent,1,,
forceelder,1,hidingwtf,1,,
sooyet,1,commits,1,,
bid6enyh,1,custody,1,,
seeking,1,without,1,,
millionpresident,1,incident,1,,
environioc,1,floyd,1,,
athletepatch,1,bwtf,1,,
bannerwant,1,deawtf,1,,
middle,1,pressuring,1,,
endkastning,1,pot,1,,
lolhero,1,zelenskyyukraine,1,,
emerges,1,lash,1,,
heroic,1,draw,1,,
eddie,1,indiawtf,1,,
mifflin,1,weekwtf,1,,
rtzelensky,1,elong,1,,
neededwow,1,eukrainian,1,,
soldanyone,1,taskwtf,1,,
backzelensky,1,eairbusalbo,1,,
hillremember,1,imbecile,1,,
keepkastning,1,drooling,1,,
traitor,1,buff00n,1,,
encouragzelensky,1,millijohnson,1,,
sooduma,1,seriouslyidiot,1,,
led,1,licked,1,,
unrest,1,watowtf,1,,
dispatched,1,ewar,1,,
peaczelensky,1,allegationwtf,1,,
referencealleged,1,timelong,1,,
sooauspol,1,ghostjohnson,1,,
smartnewselder,1,seriouslyusing,1,,
implementesloviansk,1,distractiondesperate,1,,
kramatorsk,1,handing,1,,
cecenia,1,regimemoney,1,,
ue,1,ukrapm,1,,
siversk,1,declares,1,,
mistakappreciate,1,brotherzelenskyy,1,,
democracyreal,1,buvolodymyr,1,,
knowpatch,1,battlefieldbet,1,,
marxist,1,deaex,1,,
austauspol,1,ukrain,1,,
lossshmyhal,1,poland,1,,
slaughtered,1,border,1,,
ceuropean,1,bargain,1,,
reset,1,militarized,1,,
zelepatch,1,likvolodymyr,1,,
kangaroosant,1,tacbet,1,,
lass,1,deasteel,1,,
zelenskykillkenny,1,exploit,1,,
francesco,1,uenough,1,,
relevant,1,johnsonout162nearly,1,,
wonderkadyrov,1,quicklyboris,1,,
ahmatfalse,1,timebet,1,,
kangaroodaily,1,dearussia,1,,
ukrainehello,1,viazelenskyy,1,,
realizepatch,1,managing,1,,
kangarooukrainian,1,blojo,1,,
fsociety,1,samaritanlong,1,,
mrrobotthink,1,ghostanother,1,,
honorable,1,destroydeny,1,,
rehappy,1,handed,1,,
wiukraine,1,waking,1,,
bannerplace,1,sister,1,,
suggest,1,sleep,1,,
americalass,1,fightanother,1,,
daukraine,1,advicezelenskyy,1,,
bannerwow,1,misfit,1,,
kangarooclovis,1,cocaine,1,,
bannerlass,1,flowing,1,,
likelatestnews,1,puppetexpected,1,,
banneukraine,1,publicrealize,1,,
bannerthink,1,portion,1,,
oklanati,1,naziwtf,1,,
engaging,1,ego,1,,
therapy,1,wayzelenskyy,1,,
viahello,1,weekbecoming,1,,
shamelezelensky,1,eukraine,1,,
referencebeijing,1,tacgoodall,1,,
stripper,1,ukraleader,1,,
moneyukraine,1,forgottentroll,1,,
banneroficially,1,fuckiofficially,1,,
rated,1,meme,1,,
awapatch,1,jesus,1,,
referencebritain,1,humping,1,,
hatrump,1,leg,1,,
comey,1,opposite,1,,
publicly,1,catknow,1,,
announce,1,weaponrybecoming,1,,
investigation,1,battlefieldprez,1,,
makeloss,1,presidewoke,1,,
viaunited,1,weather,1,,
signallingreatest,1,outside,1,,
frustration,1,moneyswedish,1,,
supplpatch,1,jogive,1,,
tacticalleged,1,wfu,1,,
lolone,1,criminalmacron,1,,
supplier,1,blogthink,1,,
ammozelensky,1,weaponrywhitehouse,1,,
kyivalleged,1,ukraswedish,1,,
kangarooexciting,1,julyrussian,1,,
soulpresident,1,thservice,1,,
sun,1,warunfortunately,1,,
04,1,igochechnya,1,,
27,1,julycaught,1,,
fanpresident,1,ursula,1,,
scaleoh,1,weaponmust,1,,
countknow,1,traditional,1,,
camo,1,evening,1,,
miami,1,speech,1,,
ukraitime,1,lucifer,1,,
49l,1,angelswedish,1,,
pump,1,scathing,1,,
yesterday,1,criticismrevealed,1,,
fpatch,1,greminder,1,,
environdress,1,repeatedukrainian,1,,
walking,1,vladimibello,1,,
imperialismzelensky,1,jofu,1,,
ukrainemuch,1,weaponrygive,1,,
handukraine,1,wiknow,1,,
bannermean,1,criminalthink,1,,
ukrainianloss,1,organisaukrainian,1,,
walleged,1,thavalon,1,,
lolremember,1,thesswedish,1,,
referencecongratulation,1,jonordwolf,1,,
wisdom,1,blackmailed,1,,
dealyes,1,attempted,1,,
intervention,1,guiltzelensky,1,,
stable,1,insult,1,,
persecuted,1,blueagree,1,,
backed,1,trumpukrainian,1,,
neopatch,1,presidedeputy,1,,
kangaroopray,1,weaponupdate,1,,
liberation,1,enzelensky,1,,
christian,1,weaponryprime,1,,
tyranny,1,stricken,1,,
positionunited,1,metukrainian,1,,
signallinalleged,1,enrussia,1,,
4curious,1,officially,1,,
usd,1,largezelensky,1,,
htpatch,1,broken,1,,
bannergreat,1,moving,1,,
thinkingukrainian,1,oneukrainian,1,,
bannerheart,1,largswedish,1,,
paralyzed,1,julycolor,1,,
embroiledukraine,1,funded,1,,
ukrainianbet,1,youtubezelensky,1,,
identical,1,basedswedish,1,,
geoffrey,1,tie131st,1,,
epstein,1,attackzelensky,1,,
lolita,1,estimateukrainian,1,,
pfowdy,1,forcetalking,1,,
wiloh,1,pissswedish,1,,
engager,1,uukraine,1,,
effort,1,ulisichansk,1,,
presidentgas,1,fell,1,,
bannergiving,1,5500,1,,
zelenskysorry,1,bakhmut,1,,
depth,1,siverskzelensky,1,,
death,1,john,1,,
destrauspol,1,riskingavalon,1,,
kangaroouko,1,zelendomino,1,,
lmfao,1,accountable,1,,
lapdog,1,evilzelensky,1,,
englansouvenir,1,joterrifying,1,,
accompany,1,knowwatch,1,,
11amazes,1,auspolzelensky,1,,
farce,1,jough,1,,
expenditure,1,female,1,,
56b,1,unifkissinger,1,,
5m,1,singzelensky,1,,
66bukraine,1,tieweek,1,,
portukrainian,1,jo774400,1,,
thauspol,1,failzelensky,1,,
kyivukraine,1,weaponrysic,1,,
bannergolf,1,demented,1,,
admpresident,1,beaten,1,,
scaleukraine,1,spews,1,,
bannerlmao,1,sporting,1,,
uncannywow,1,eventzelensky,1,,
soldhello,1,julyafghanistan,1,,
bannerwithdrawal,1,iraq,1,,
tripping,1,endure,1,,
foot,1,exczelensky,1,,
meantukraine,1,catch,1,,
nicety,1,guidedzelensky,1,,
observing,1,withdrawalanthony,1,,
sendpatch,1,australian,1,,
kangaroozelenskyy,1,meetzelensky,1,,
warmonger22,1,countryairbusalbo,1,,
rulemorning,1,extortionist,1,,
peoplmust,1,soonzelensky,1,,
sovereigpresident,1,jowaving,1,,
targetproud,1,waiving,1,,
budirector,1,assange,1,,
chancezelenskyy,1,estimatedomino,1,,
saidukraine,1,joplenty,1,,
addresszelenskyy,1,closed,1,,
reconstructionandrew,1,properswedish,1,,
degreemark,1,joterrible,1,,
hamill,1,sentlass,1,,
original,1,peopleattacking,1,,
decade,1,demanded,1,,
voiceperrottet,1,stick,1,,
degreerespect,1,firmly,1,,
admire,1,announcedswedish,1,,
celebratemust,1,moswedish,1,,
dressing,1,julyupdate,1,,
frontlinesmust,1,preside6,1,,
clearlymust,1,fdomino,1,,
reckon,1,countrynew,1,,
specialukraine,1,hazelensky,1,,
addressgreat,1,withdrawaltiktok,1,,
narrative,1,withdrawaldomino,1,,
zelenskyycare,1,jotrudeau,1,,
jesupport,1,guard,1,,
perishescare,1,becamzelensky,1,,
jelovely,1,withdrawalyes,1,,
alwasuccess,1,planned,1,,
assumes,1,withdrawalswedish,1,,
7b,1,julymany,1,,
rearm,1,killedsituation,1,,
jezelenskyy,1,354,1,,
ukrainevolodymyrzelenskyy,1,131,1,,
buthank,1,promised,1,,
amazdate,1,lysycukrainian,1,,
simust,1,forceunderestimate,1,,
stretched,1,normalizedfranklin,1,,
thin,1,1776,1,,
pull,1,goodall,1,,
exposed,1,realityzelensky,1,,
salient,1,forcedeputy,1,,
surrounded,1,politzelensky,1,,
thrreported,1,jotime,1,,
ukrainelive,1,ruzelensky,1,,
lamust,1,jogod,1,,
degreesorry,1,punished,1,,
agreeing,1,collusion,1,,
viamust,1,eithesister,1,,
degreereported,1,uironic,1,,
umust,1,clueless,1,,
zegive,1,ppl,1,,
kadyrovunited,1,reazelensky,1,,
retreatmust,1,jofinally,1,,
latino,1,disbelief,1,,
duemust,1,surreal,1,,
addresscheer,1,horrifying,1,,
club,1,hourzelensky,1,,
pagemust,1,vladimiswedish,1,,
degreezoka,1,untouchable,1,,
broooo,1,waging,1,,
revealinglass,1,waralso,1,,
hard,1,dishonest,1,,
competemust,1,confirmedwh,1,,
degreehonestly,1,income,1,,
laughingstockyes,1,definitely,1,,
mockukraine,1,perhapswhenever,1,,
albanmust,1,peoplecorrupt,1,,
degreeblue,1,intention,1,,
semangatteambeu,1,immigrantswedish,1,,
cothing,1,weaponrytime,1,,
dual,1,groundworld,1,,
rise,1,jothought,1,,
beu,1,trudeau,1,,
zelenskylisten,1,economyzelensky,1,,
naysayer,1,tiewell,1,,
puppygov,1,economist,1,,
gov,1,jeffrey,1,,
semangatteamb,1,sachs,1,,
jktsupport,1,uwinter,1,,
dadetv,1,sufferswedish,1,,
russiaunited,1,julyunderestimate,1,,
coordinasupport,1,normalizedchechnya,1,,
zelenskyylass,1,presidesister,1,,
mum,1,julycome,1,,
boring,1,dnieper,1,,
existencereally,1,kharkov,1,,
bendigo,1,79,1,,
bushmasters,1,politically,1,,
wantwish,1,pzelensky,1,,
nairalandfollowthetruth,1,ukrainzelensky,1,,
stepan,1,vladimiunderestimate,1,,
coolmust,1,normalizedswedish,1,,
degreegen,1,julythehappeningdaysofthelord,1,,
milenial,1,fakejew,1,,
semangatteambairbusalbo,1,ukrainesister,1,,
